pub_name,journal_name,date,journal_type,issn,apc
Elsevier,Applied and Computational Harmonic Analysis,2016-06-18,Hybrid,1063-5203,1500.00
Elsevier,Applied Animal Behaviour Science,2016-06-18,Hybrid,0168-1591,3000.00
Elsevier,"Applied Catalysis A, General",2016-06-18,Hybrid,0926-860X,2500.00
Elsevier,Applied Catalysis B: Environmental,2016-06-18,Hybrid,0926-3373,2850.00
Elsevier,Applied Clay Science,2016-06-18,Hybrid,0169-1317,2500.00
Elsevier,Applied Computing and Informatics,2016-06-18,OA,2210-8327,0.00
Elsevier,Applied Energy,2016-06-18,Hybrid,0306-2619,3300.00
Elsevier,Applied Ergonomics,2016-06-18,Hybrid,0003-6870,3100.00
Elsevier,Applied Geochemistry,2016-06-18,Hybrid,0883-2927,2500.00
Elsevier,Applied Geography,2016-06-18,Hybrid,0143-6228,2150.00
Elsevier,Applied Materials Today,2016-06-18,Hybrid,2352-9407,2100.00
Elsevier,Applied Mathematical Modelling,2016-06-18,Hybrid,0307-904X,1500.00
Elsevier,Applied Mathematics and Computation,2016-06-18,Hybrid,0096-3003,1500.00
Elsevier,Applied Mathematics Letters,2016-06-18,Hybrid,0893-9659,1500.00
Elsevier,Applied Numerical Mathematics,2016-06-18,Hybrid,0168-9274,1300.00
Elsevier,Applied Nursing Research,2016-06-18,Hybrid,0897-1897,2000.00
Elsevier,Applied Ocean Research,2016-06-18,Hybrid,0141-1187,2500.00
Elsevier,Applied Radiation and Isotopes,2016-06-18,Hybrid,0969-8043,2200.00
Elsevier,Applied Soft Computing Journal,2016-06-18,Hybrid,1568-4946,2400.00
Elsevier,Applied Soil Ecology,2016-06-18,Hybrid,0929-1393,2500.00
Elsevier,Applied Surface Science,2016-06-18,Hybrid,0169-4332,2600.00
Elsevier,Applied Thermal Engineering,2016-06-18,Hybrid,1359-4311,2850.00
Elsevier,Applied & Translational Genomics,2016-06-18,OA,2212-0661,1500.00
Elsevier,Apunts. Medicina de l'Esport,2016-06-18,Hybrid,1886-6581,3000.00
Elsevier,Aquacultural Engineering,2016-06-18,Hybrid,0144-8609,3600.00
Elsevier,Aquaculture,2016-06-18,Hybrid,0044-8486,3600.00
Elsevier,Aquaculture Reports,2016-06-18,OA,2352-5134,1000.00
Elsevier,Aquatic Botany,2016-06-18,Hybrid,0304-3770,3300.00
Elsevier,Aquatic Procedia,2016-06-18,OA,2214-241X,0.00
Elsevier,Aquatic Toxicology,2016-06-18,Hybrid,0166-445X,3700.00
Elsevier,Arab Economic and Business Journal,2016-06-18,OA,2214-4625,0.00
Elsevier,Arabian Journal of Chemistry,2016-06-18,OA,1878-5352,0.00
Elsevier,Arab Journal of Gastroenterology,2016-06-18,Hybrid,1687-1979,3000.00
Elsevier,Arab Journal of Mathematical Sciences,2016-06-18,OA,1319-5166,0.00
Elsevier,Arab Journal of Urology,2016-06-18,OA,2090-598X,0.00
Elsevier,Archaeological Research in Asia,2016-06-18,Hybrid,2352-2267,1100.00
Elsevier,"Archaeology, Ethnology and Anthropology of Eurasia",2016-06-18,Hybrid,1563-0110,3000.00
Elsevier,Archives de pédiatrie,2016-06-18,Hybrid,0929-693X,3000.00
Elsevier,Archives des Maladies Professionnelles et de l'Environnement,2016-06-18,Hybrid,1775-8785,3000.00
Elsevier,Archives of Biochemistry and Biophysics,2016-06-18,Hybrid,0003-9861,3000.00
Elsevier,Archives of Cardiovascular Diseases,2016-06-18,Hybrid,1875-2136,3000.00
Elsevier,Archives of Civil and Mechanical Engineering,2016-06-18,Hybrid,1644-9665,3000.00
Elsevier,Archives of Gerontology and Geriatrics,2016-06-18,Hybrid,0167-4943,2500.00
Elsevier,Archives of Medical Research,2016-06-18,Hybrid,0188-4409,2500.00
Elsevier,Archives of Oral Biology,2016-06-18,Hybrid,0003-9969,2500.00
Elsevier,Archives of Physical Medicine and Rehabilitation,2016-06-18,Hybrid,0003-9993,3000.00
Elsevier,Archives of Psychiatric Nursing,2016-06-18,Hybrid,0883-9417,2500.00
Elsevier,Archivos de Bronconeumologia,2016-06-18,Hybrid,0300-2896,3000.00
Elsevier,Archivos de Bronconeumología (English Edition),2016-06-18,Hybrid,1579-2129,3000.00
Elsevier,Archivos de Cardiología de México,2016-06-18,OA,1405-9940,3000.00
Elsevier,Archivos de la Sociedad Espanola de Oftalmologia,2016-06-18,Hybrid,0365-6691,3000.00
Elsevier,Archivos de la Sociedad Española de Oftalmología (English Ed),2016-06-18,Hybrid,2173-5794,3000.00
Elsevier,Artery Research,2016-06-18,Hybrid,1872-9312,3000.00
Elsevier,Arthroplasty Today,2016-06-18,OA,2352-3441,1995.00
Elsevier,Arthropod Structure and Development,2016-06-18,Hybrid,1467-8039,2400.00
Elsevier,Arthroscopy Techniques,2016-06-18,Hybrid,2212-6287,3000.00
Elsevier,Arthroscopy: The Journal of Arthroscopic and Related Surgery,2016-06-18,Hybrid,0749-8063,2500.00
Elsevier,Artificial Intelligence,2016-06-18,Hybrid,0004-3702,2400.00
Elsevier,Artificial Intelligence In Medicine,2016-06-18,Hybrid,0933-3657,2500.00
Elsevier,Asian Journal of Pharmaceutical Sciences,2016-06-18,OA,1818-0876,0.00
Elsevier,Asian Journal of Psychiatry,2016-06-18,Hybrid,1876-2018,2500.00
Elsevier,Asian Journal of Surgery,2016-06-18,OA,1015-9584,3000.00
Elsevier,Asian Journal of Urology,2016-06-18,OA,2214-3882,0.00
Elsevier,Asian Nursing Research,2016-06-18,OA,1976-1317,0.00
Elsevier,Asian Pacific Journal of Reproduction,2016-06-18,OA,2305-0500,0.00
Elsevier,Asian Pacific Journal of Tropical Biomedicine,2016-06-18,OA,2221-1691,0.00
Elsevier,Asian Pacific Journal of Tropical Disease,2016-06-18,Hybrid,2222-1808,3000.00
Elsevier,Asian Pacific Journal of Tropical Medicine,2016-06-18,OA,1995-7645,0.00
Elsevier,"Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology",2016-06-18,OA,2214-6873,0.00
Elsevier,Asia Pacific Management Review,2016-06-18,Hybrid,1029-3132,0.00
Elsevier,Assessing Writing,2016-06-18,Hybrid,1075-2935,1800.00
Elsevier,Astronomy and Computing,2016-06-18,Hybrid,2213-1337,2200.00
Elsevier,Astroparticle Physics,2016-06-18,Hybrid,0927-6505,2200.00
Elsevier,Atencion Primaria,2016-06-18,OA,0212-6567,0.00
Elsevier,Atherosclerosis,2016-06-18,Hybrid,0021-9150,3000.00
Elsevier,Atherosclerosis (Supplements) (Component),2016-06-18,Hybrid,1567-5688,3000.00
Elsevier,Atlas of the Oral & Maxillofacial Surgery Clinics of North A,2016-06-18,Hybrid,1061-3315,3000.00
Elsevier,Atmsfera,2016-06-18,OA,0187-6236,0.00
Elsevier,Atmospheric Environment,2016-06-18,Hybrid,1352-2310,1200.00
Elsevier,Atmospheric Pollution Research,2016-06-18,Hybrid,1309-1042,0.00
Elsevier,Atmospheric Research,2016-06-18,Hybrid,0169-8095,2850.00
Elsevier,Atomic Data and Nuclear Data Tables,2016-06-18,Hybrid,0092-640X,2200.00
Elsevier,Aula Abierta,2016-06-18,OA,0210-2773,0.00
Elsevier,Auris Nasus Larynx,2016-06-18,Hybrid,0385-8146,3000.00
Elsevier,Australasian Emergency Nursing Journal,2016-06-18,Hybrid,1574-6267,1700.00
Elsevier,Australasian Marketing Journal (AMJ),2016-06-18,Hybrid,1441-3582,1100.00
Elsevier,Australian Critical Care,2016-06-18,Hybrid,1036-7314,1700.00
Elsevier,Autoimmunity Reviews,2016-06-18,Hybrid,1568-9972,3550.00
Elsevier,Automatica,2016-06-18,Hybrid,0005-1098,3100.00
Elsevier,Automation in Construction,2016-06-18,Hybrid,0926-5805,2500.00
Elsevier,Autonomic Neuroscience: Basic and Clinical,2016-06-18,Hybrid,1566-0702,2500.00
Elsevier,Basal Ganglia,2016-06-18,Hybrid,2210-5336,1700.00
Elsevier,Basic and Applied Ecology,2016-06-18,Hybrid,1439-1791,3000.00
Elsevier,BBA - Bioenergetics,2016-06-18,Hybrid,0005-2728,3550.00
Elsevier,BBA - Biomembranes,2016-06-18,Hybrid,0005-2736,3300.00
Elsevier,BBA Clinical,2016-06-18,OA,2214-6474,1500.00
Elsevier,BBA - General Subjects,2016-06-18,Hybrid,0304-4165,3550.00
Elsevier,BBA - Gene Regulatory Mechanisms,2016-06-18,Hybrid,1874-9399,3550.00
Elsevier,BBA - Molecular and Cell Biology of Lipids,2016-06-18,Hybrid,1388-1981,3550.00
Elsevier,BBA - Molecular Basis of Disease,2016-06-18,Hybrid,0925-4439,3550.00
Elsevier,BBA - Molecular Cell Research,2016-06-18,Hybrid,0167-4889,3550.00
Elsevier,BBA - Proteins and Proteomics,2016-06-18,Hybrid,1570-9639,3300.00
Elsevier,BBA - Reviews on Cancer,2016-06-18,Hybrid,0304-419X,3550.00
Elsevier,Behavior Therapy,2016-06-18,Hybrid,0005-7894,3000.00
Elsevier,Behavioural Brain Research,2016-06-18,Hybrid,0166-4328,2600.00
Elsevier,Behavioural Processes,2016-06-18,Hybrid,0376-6357,2200.00
Elsevier,Behaviour Research and Therapy,2016-06-18,Hybrid,0005-7967,3000.00
Elsevier,Beni-Suef University Journal of Basic and Applied Sciences,2016-06-18,OA,2314-8535,0.00
Elsevier,Best Practice & Research Clinical Anaesthesiology,2016-06-18,Hybrid,1521-6896,2500.00
Elsevier,Best Practice & Research Clinical Endocrinology & Metabolism,2016-06-18,Hybrid,1521-690X,2500.00
Elsevier,Best Practice & Research Clinical Gastroenterology,2016-06-18,Hybrid,1521-6918,2500.00
Elsevier,Best Practice & Research Clinical Haematology,2016-06-18,Hybrid,1521-6926,2000.00
Elsevier,Best Practice & Research Clinical Obstetrics & Gynaecology,2016-06-18,Hybrid,1521-6934,2500.00
Elsevier,Best Practice & Research Clinical Rheumatology,2016-06-18,Hybrid,1521-6942,2500.00
Elsevier,Big Data Research,2016-06-18,Hybrid,2214-5796,2400.00
Elsevier,Bioactive Carbohydrates and Dietary Fibre,2016-06-18,Hybrid,2212-6198,3000.00
Elsevier,Bioactive Materials,2016-06-18,OA,2452-199X,0.00
Elsevier,Biocatalysis and Agricultural Biotechnology,2016-06-18,Hybrid,1878-8181,2200.00
Elsevier,Biochemical and Biophysical Research Communications,2016-06-18,Hybrid,0006-291X,2150.00
Elsevier,Biochemical Engineering Journal,2016-06-18,Hybrid,1369-703X,3300.00
Elsevier,Biochemical Pharmacology,2016-06-18,Hybrid,0006-2952,3550.00
Elsevier,Biochemical Systematics and Ecology,2016-06-18,Hybrid,0305-1978,2600.00
Elsevier,Biochemistry and Biophysics Reports,2016-06-18,OA,2405-5808,1500.00
Elsevier,Biochimie,2016-06-18,Hybrid,0300-9084,2200.00
Elsevier,Biochimie Open,2016-06-18,OA,2214-0085,1200.00
Elsevier,Biocybernetics and Biomedical Engineering,2016-06-18,Hybrid,0208-5216,3000.00
Elsevier,Bioelectrochemistry,2016-06-18,Hybrid,1567-5394,2600.00
Elsevier,Biological Conservation,2016-06-18,Hybrid,0006-3207,3000.00
Elsevier,Biological Control,2016-06-18,Hybrid,1049-9644,3000.00
Elsevier,Biologically Inspired Cognitive Architectures,2016-06-18,Hybrid,2212-683X,2400.00
Elsevier,Biological Psychiatry,2016-06-18,Hybrid,0006-3223,3000.00
Elsevier,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,2016-06-18,Hybrid,2451-9022,3000.00
Elsevier,Biological Psychology,2016-06-18,Hybrid,0301-0511,2600.00
Elsevier,Biologicals,2016-06-18,Hybrid,1045-1056,3000.00
Elsevier,Biology of Blood and Marrow Transplantation,2016-06-18,Hybrid,1083-8791,3000.00
Elsevier,Biomarkers and Genomic Medicine,2016-06-18,OA,2214-0247,3000.00
Elsevier,Biomass and Bioenergy,2016-06-18,Hybrid,0961-9534,3300.00
Elsevier,Biomaterials,2016-06-18,Hybrid,0142-9612,3500.00
Elsevier,Biomedical and Environmental Sciences,2016-06-18,Hybrid,0895-3988,3000.00
Elsevier,Biomedical Signal Processing and Control,2016-06-18,Hybrid,1746-8094,1500.00
Elsevier,Biomedicine & Pharmacotherapy,2016-06-18,Hybrid,0753-3322,3000.00
Elsevier,Biomolecular Detection and Quantification,2016-06-18,OA,2214-7535,1950.00
Elsevier,Bioorganic Chemistry,2016-06-18,Hybrid,0045-2068,2600.00
Elsevier,Bioorganic & Medicinal Chemistry,2016-06-18,Hybrid,0968-0896,2150.00
Elsevier,Bioorganic & Medicinal Chemistry Letters,2016-06-18,Hybrid,0960-894X,2150.00
Elsevier,Biophysical Chemistry,2016-06-18,Hybrid,0301-4622,3300.00
Elsevier,Biophysical Journal,2016-06-18,Hybrid,0006-3495,1800.00
Elsevier,Bioprinting,2016-06-18,Hybrid,2405-8866,1700.00
Elsevier,Bioresource Technology,2016-06-18,Hybrid,0960-8524,3300.00
Elsevier,Biosensors and Bioelectronics,2016-06-18,Hybrid,0956-5663,3300.00
Elsevier,Biosurface and Biotribology,2016-06-18,OA,2405-4518,0.00
Elsevier,BioSystems,2016-06-18,Hybrid,0303-2647,1800.00
Elsevier,Biosystems Engineering,2016-06-18,Hybrid,1537-5110,2500.00
Elsevier,Biotechnology Advances,2016-06-18,Hybrid,0734-9750,3550.00
Elsevier,Biotechnology Reports,2016-06-18,OA,2215-017X,1500.00
Elsevier,Biotribology,2016-06-18,Hybrid,2352-5738,1000.00
Elsevier,"Blood Cells, Molecules and Diseases",2016-06-18,Hybrid,1079-9796,3300.00
Elsevier,Blood Reviews,2016-06-18,Hybrid,0268-960X,3000.00
Elsevier,Body Image,2016-06-18,Hybrid,1740-1445,1800.00
Elsevier,Boletín de la Sociedad Española de Cerámica y Vidrio,2016-06-18,OA,0366-3175,0.00
Elsevier,Boletín Médico del Hospital Infantil de México,2016-06-18,OA,1665-1146,0.00
Elsevier,Boletín Mexicano de Derecho Comparado,2016-06-18,OA,0041-8633,0.00
Elsevier,Bone,2016-06-18,Hybrid,8756-3282,2150.00
Elsevier,Bone Reports,2016-06-18,OA,2352-1872,1500.00
Elsevier,Borsa Istanbul Review,2016-06-18,OA,2214-8450,0.00
Elsevier,Brachytherapy,2016-06-18,Hybrid,1538-4721,3000.00
Elsevier,Brain and Cognition,2016-06-18,Hybrid,0278-2626,1800.00
Elsevier,Brain and Development,2016-06-18,Hybrid,0387-7604,3000.00
Elsevier,Brain and Language,2016-06-18,Hybrid,0093-934X,2150.00
Elsevier,Brain Behavior and Immunity,2016-06-18,Hybrid,0889-1591,2600.00
Elsevier,Brain Research,2016-06-18,Hybrid,0006-8993,2150.00
Elsevier,Brain Research Bulletin,2016-06-18,Hybrid,0361-9230,2200.00
Elsevier,Brain Stimulation,2016-06-18,Hybrid,1935-861X,2500.00
Elsevier,Brazilian Journal of Anesthesiology,2016-06-18,OA,0034-7094,0.00
Elsevier,Brazilian Journal of Anesthesiology (English edition),2016-06-18,OA,0104-0014,3000.00
Elsevier,Brazilian Journal of Infectious Diseases,2016-06-18,OA,1413-8670,0.00
Elsevier,Brazilian Journal of Otorhinolaryngology,2016-06-18,OA,1808-8694,3000.00
Elsevier,Breast Diseases: A Year Book Quarterly,2016-06-18,Hybrid,1043-321X,3000.00
Elsevier,British Journal of Oral & Maxillofacial Surgery,2016-06-18,Hybrid,0266-4356,3000.00
Elsevier,BRQ Business Research Quarterly,2016-06-18,OA,2340-9436,0.00
Elsevier,Building and Environment,2016-06-18,Hybrid,0360-1323,2500.00
Elsevier,Bulletin des sciences mathématiques,2016-06-18,Hybrid,0007-4497,750.00
Elsevier,"Bulletin of Faculty of Pharmacy, Cairo University",2016-06-18,OA,1110-0931,0.00
Elsevier,Burnout Research,2016-06-18,OA,2213-0586,750.00
