pub_name,journal_name,date,journal_type,issn,apc
Springer,Botanical Studies,2016-06-18,OA,1999-3110,735
Springer,Chemical and Biological Technologies in Agriculture,2016-06-18,OA,2196-5641,1230
Springer,Evolution: Education and Outreach,2016-06-18,OA,1936-6434,0
Springer,Forest Ecosystems,2016-06-18,OA,2197-5620,0
Springer,New Zealand Journal of Forestry Science,2016-06-18,OA,1179-5395,0
Springer,Rice,2016-06-18,OA,1939-8433,1965
Springer,Functional Linguistics,2016-06-18,OA,2196-419X,0
Springer,3D-Printed Materials and Systems,2016-06-18,OA,2363-8389,1290
Springer,Advanced Structural and Chemical Imaging,2016-06-18,OA,2198-0926,1350
Springer,Applied Adhesion Science,2016-06-18,OA,2196-4351,645
Springer,Cancer Nanotechnology,2016-06-18,OA,1868-6966,1230
Springer,Heritage Science,2016-06-18,OA,2050-7445,1140
Springer,Integrating Materials and Manufacturing Innovation,2016-06-18,OA,2193-9772,1500
Springer,Nano Convergence,2016-06-18,OA,2196-5404,0
Springer,Nanoscale Research Letters,2016-06-18,OA,1556-276X,1420
Springer,Advances in Difference Equations,2016-06-18,OA,1687-1847,980
Springer,Boundary Value Problems,2016-06-18,OA,1687-2770,980
Springer,Complex Adaptive Systems Modeling,2016-06-18,OA,2194-3206,1085
Springer,Complex Analysis and its Synergies,2016-06-18,OA,2197-120X,1140
Springer,Computational Social Networks,2016-06-18,OA,2197-4314,1140
Springer,Fixed Point Theory and Applications,2016-06-18,OA,1687-1812,1140
Springer,Journal of Inequalities and Applications,2016-06-18,OA,1029-242X,1140
Springer,Journal of Mathematics in Industry,2016-06-18,OA,2190-5983,1350
Springer,Journal of Uncertainty Analysis and Applications,2016-06-18,OA,2195-5468,0
Springer,Mathematics-in-Industry Case Studies,2016-06-18,OA,1913-4967,0
Springer,Pacific Journal of Mathematics for Industry,2016-06-18,OA,2198-4115,0
Springer,"Probability, Uncertainty and Quantitative Risk",2016-06-18,OA,2367-0126,0
Springer,Research in Number Theory,2016-06-18,OA,2363-9555,1085
Springer,Research in the Mathematical Sciences,2016-06-18,OA,2197-9847,980
Springer,The Journal of Mathematical Neuroscience,2016-06-18,OA,2190-8567,1355
Springer,3D Printing in Medicine,2016-06-18,OA,2365-6271,1750
Springer,Annals of Intensive Care,2016-06-18,OA,2110-5820,1965
Springer,Clinical and Translational Medicine,2016-06-18,OA,2001-1326,1890
Springer,Clinical Phytoscience,2016-06-18,OA,2199-1197,0
Springer,Critical Ultrasound Journal,2016-06-18,OA,2036-7902,1965
Springer,EJNMMI Physics,2016-06-18,OA,2197-7364,1750
Springer,EJNMMI Radiopharmacy and Chemistry,2016-06-18,OA,2365-421X,1510
Springer,EJNMMI Research,2016-06-18,OA,2191-219X,1965
Springer,Health Economics Review,2016-06-18,OA,2191-1991,1085
Springer,Intensive Care Medicine Experimental,2016-06-18,OA,2197-425X,1750
Springer,International Journal of Bipolar Disorders,2016-06-18,OA,2194-7511,1750
Springer,International Journal of Emergency Medicine,2016-06-18,OA,1865-1380,1600
Springer,JA Clinical Reports,2016-06-18,OA,2363-9024,1535
Springer,Journal of Experimental Orthopaedics,2016-06-18,OA,2197-1153,1750
Springer,Journal of Ophthalmic Inflammation and Infection,2016-06-18,OA,1869-5760,1780
Springer,Molecular and Cellular Pediatrics,2016-06-18,OA,2194-7791,0
Springer,Sports Medicine - Open,2016-06-18,OA,2198-9761,1595
Springer,Surgical Case Reports,2016-06-18,OA,2198-7793,1535
Springer,The Journal of Headache and Pain,2016-06-18,OA,1129-2377,1965
Springer,International Journal of Dharma Studies,2016-06-18,OA,2196-8802,0
Springer,"Life Sciences, Society and Policy",2016-06-18,OA,2195-7819,0
Springer,Applied Network Science,2016-06-18,OA,2364-8228,1290
Springer,Cancer Convergence,2016-06-18,OA,2366-6196,1475
Springer,Computational Astrophysics and Cosmology,2016-06-18,OA,2197-7909,1230
Springer,EPJ Nonlinear Biomedical Physics,2016-06-18,OA,2195-0008,1230
Springer,EPJ Quantum Technology,2016-06-18,OA,2196-0763,1350
Springer,Infrastructure Complexity,2016-06-18,OA,2196-3258,1230
Springer,Journal of the European Optical Society-Rapid Publications,2016-06-18,OA,1990-2573,1660
Springer,Bandung: Journal of the Global South,2016-06-18,OA,2198-3534,980
Springer,Cognitive Research,2016-06-18,OA,2365-7464,0
Springer,Psicologia: Reflex√£o e Cr√≠tica,2016-06-18,OA,1678-7153,1030
Springer,Psychology of Well-Being,2016-06-18,OA,2211-1522,1085
Springer,SpringerPlus,2016-06-18,OA,2193-1801,1290
Springer,Asian Journal of Gambling Issues and Public Health,2016-06-18,OA,2195-3007,980
Springer,Asian Journal of German and European Studies,2016-06-18,OA,2199-4579,0
Springer,Comparative Migration Studies,2016-06-18,OA,2214-594X,0
Springer,Crime Science,2016-06-18,OA,2193-7680,1140
Springer,Genus,2016-06-18,OA,2035-5556,0
Springer,Health & Justice,2016-06-18,OA,2194-7899,1140
Springer,Journal of Chinese Studies,2016-06-18,OA,2199-868X,1030
Springer,Maritime Studies,2016-06-18,OA,2212-9790,1085
Springer,The Journal of Chinese Sociology,2016-06-18,OA,2198-2635,0
Springer,Injury Epidemiology,2016-06-18,OA,2197-1714,1140
Springer,Journal of Statistical Distributions and Applications,2016-06-18,OA,2195-5832,1085
Springer,3D Research,2016-06-18,Hybrid,2092-6731,3000
Springer,4OR,2016-06-18,Hybrid,1614-2411,3000
Springer,The AAPS Journal,2016-06-18,Hybrid,1550-7416,3000
Springer,AAPS PharmSciTech,2016-06-18,Hybrid,1530-9932,3000
Springer,Abdominal Radiology,2016-06-18,Hybrid,,3000
Springer,Academic Psychiatry,2016-06-18,Hybrid,1545-7230,3000
Springer,Academic Questions,2016-06-18,Hybrid,1936-4709,3000
Springer,Accreditation and Quality Assurance,2016-06-18,Hybrid,1432-0517,3000
Springer,Acoustics Australia,2016-06-18,Hybrid,1839-2571,3000
Springer,Acta Analytica,2016-06-18,Hybrid,1874-6349,3000
Springer,Acta Applicandae Mathematicae,2016-06-18,Hybrid,1572-9036,3000
Springer,Acta Biotheoretica,2016-06-18,Hybrid,1572-8358,3000
Springer,Acta Diabetologica,2016-06-18,Hybrid,1432-5233,3000
Springer,Acta Endoscopica,2016-06-18,Hybrid,1958-5454,3000
Springer,acta ethologica,2016-06-18,Hybrid,1437-9546,3000
Springer,Acta Geochimica,2016-06-18,Hybrid,,3000
Springer,Acta Geodaetica et Geophysica,2016-06-18,Hybrid,2213-5820,3000
Springer,Acta Geotechnica,2016-06-18,Hybrid,1861-1133,3000
Springer,Acta Informatica,2016-06-18,Hybrid,1432-0525,3000
Springer,Acta Mathematica Vietnamica,2016-06-18,Hybrid,2315-4144,3000
Springer,Acta Mechanica,2016-06-18,Hybrid,1619-6937,3000
Springer,Acta Mechanica Sinica,2016-06-18,Hybrid,1614-3116,3000
Springer,Acta Neurochirurgica,2016-06-18,Hybrid,0942-0940,3000
Springer,Acta Neurologica Belgica,2016-06-18,Hybrid,2240-2993,3000
Springer,Acta Neuropathologica,2016-06-18,Hybrid,1432-0533,3000
Springer,Acta Physiologiae Plantarum,2016-06-18,Hybrid,1861-1664,3000
Springer,Adaptive Human Behavior and Physiology,2016-06-18,Hybrid,2198-7335,3000
Springer,ADHD Attention Deficit and Hyperactivity Disorders,2016-06-18,Hybrid,1866-6647,3000
Springer,Administration and Policy in Mental Health and Mental Health Services Research,2016-06-18,Hybrid,1573-3289,3000
Springer,Adolescent Research Review,2016-06-18,Hybrid,2363-8354,3000
Springer,Adsorption,2016-06-18,Hybrid,1572-8757,3000
Springer,Advances in Applied Clifford Algebras,2016-06-18,Hybrid,1661-4909,3000
Springer,Advances in Atmospheric Sciences,2016-06-18,Hybrid,1861-9533,3000
Springer,Advances in Computational Mathematics,2016-06-18,Hybrid,1572-9044,3000
Springer,Advances in Data Analysis and Classification,2016-06-18,Hybrid,1862-5355,3000
Springer,Advances in Health Sciences Education,2016-06-18,Hybrid,1573-1677,3000
Springer,Advances in Manufacturing,2016-06-18,Hybrid,2195-3597,3000
Springer,Advances in Therapy,2016-06-18,Hybrid,1865-8652,3000
Springer,Aequationes mathematicae,2016-06-18,Hybrid,1420-8903,3000
Springer,Aerobiologia,2016-06-18,Hybrid,1573-3025,3000
Springer,Aesthetic Plastic Surgery,2016-06-18,Hybrid,1432-5241,3000
Springer,African Archaeological Review,2016-06-18,Hybrid,1572-9842,3000
Springer,Afrika Matematika,2016-06-18,Hybrid,2190-7668,3000
Springer,AGE,2016-06-18,Hybrid,1574-4647,3000
Springer,Ageing International,2016-06-18,Hybrid,1936-606X,3000
Springer,Aging Clinical and Experimental Research,2016-06-18,Hybrid,1720-8319,3000
Springer,Agricultural Research,2016-06-18,Hybrid,2249-7218,3000
Springer,Agriculture and Human Values,2016-06-18,Hybrid,1572-8366,3000
Springer,Agroforestry Systems,2016-06-18,Hybrid,1572-9680,3000
Springer,Agronomy for Sustainable Development,2016-06-18,Hybrid,1773-0155,3000
Springer,AI & SOCIETY,2016-06-18,Hybrid,1435-5655,3000
Springer,AIDS and Behavior,2016-06-18,Hybrid,1573-3254,3000
Springer,"Air Quality, Atmosphere & Health",2016-06-18,Hybrid,1873-9326,3000
Springer,Algebra universalis,2016-06-18,Hybrid,1420-8911,3000
Springer,Algebras and Representation Theory,2016-06-18,Hybrid,1572-9079,3000
Springer,Algorithmica,2016-06-18,Hybrid,1432-0541,3000
Springer,Alpine Botany,2016-06-18,Hybrid,1664-221X,3000
Springer,Ambio,2016-06-18,Hybrid,1654-7209,3000
Springer,American Journal of Cardiovascular Drugs,2016-06-18,Hybrid,1179-187X,3000
Springer,American Journal of Clinical Dermatology,2016-06-18,Hybrid,1179-1888,3000
Springer,American Journal of Criminal Justice,2016-06-18,Hybrid,1936-1351,3000
Springer,American Journal of Dance Therapy,2016-06-18,Hybrid,1573-3262,3000
Springer,American Journal of Potato Research,2016-06-18,Hybrid,1874-9380,3000
Springer,The American Sociologist,2016-06-18,Hybrid,1936-4784,3000
Springer,Amino Acids,2016-06-18,Hybrid,1438-2199,3000
Springer,AMS Review,2016-06-18,Hybrid,1869-8182,3000
Springer,Der Anaesthesist,2016-06-18,Hybrid,1432-055X,3000
Springer,Analog Integrated Circuits and Signal Processing,2016-06-18,Hybrid,1573-1979,3000
Springer,Analysis and Mathematical Physics,2016-06-18,Hybrid,1664-235X,3000
Springer,Analytical and Bioanalytical Chemistry,2016-06-18,Hybrid,1618-2650,3000
Springer,Anatomical Science International,2016-06-18,Hybrid,1447-073X,3000
Springer,Angiogenesis,2016-06-18,Hybrid,1573-7209,3000
Springer,Animal Cognition,2016-06-18,Hybrid,1435-9456,3000
Springer,Annales françaises de médecine d'urgence,2016-06-18,Hybrid,2108-6591,3000
Springer,Annales Henri Poincaré,2016-06-18,Hybrid,1424-0661,3000
Springer,Annales mathématiques du Québec,2016-06-18,Hybrid,2195-4763,3000
Springer,ANNALI DELL'UNIVERSITA' DI FERRARA,2016-06-18,Hybrid,1827-1510,3000
Springer,Annali di Matematica Pura ed Applicata (1923 -),2016-06-18,Hybrid,1618-1891,3000
Springer,Annals of Behavioral Medicine,2016-06-18,Hybrid,1532-4796,3000
Springer,Annals of Biomedical Engineering,2016-06-18,Hybrid,1573-9686,3000
Springer,Annals of Combinatorics,2016-06-18,Hybrid,0219-3094,3000
Springer,Annals of Data Science,2016-06-18,Hybrid,2198-5812,3000
Springer,Annals of Dyslexia,2016-06-18,Hybrid,1934-7243,3000
Springer,Annals of Finance,2016-06-18,Hybrid,1614-2454,3000
Springer,Annals of Forest Science,2016-06-18,Hybrid,1297-966X,3000
Springer,Annals of Global Analysis and Geometry,2016-06-18,Hybrid,1572-9060,3000
Springer,Annals of Hematology,2016-06-18,Hybrid,1432-0584,3000
Springer,Annals of Mathematics and Artificial Intelligence,2016-06-18,Hybrid,1573-7470,3000
Springer,Annals of Microbiology,2016-06-18,Hybrid,1869-2044,3000
Springer,Annals of Nuclear Medicine,2016-06-18,Hybrid,1864-6433,3000
Springer,Annals of Operations Research,2016-06-18,Hybrid,1572-9338,3000
Springer,Annals of PDE,2016-06-18,Hybrid,2199-2576,3000
Springer,The Annals of Regional Science,2016-06-18,Hybrid,1432-0592,3000
Springer,Annals of Solid and Structural Mechanics,2016-06-18,Hybrid,1867-6944,3000
Springer,Annals of Surgical Oncology,2016-06-18,Hybrid,1534-4681,3000
Springer,Annals of Telecommunications,2016-06-18,Hybrid,1958-9395,3000
Springer,Antonie van Leeuwenhoek,2016-06-18,Hybrid,1572-9699,3000
Springer,Apidologie,2016-06-18,Hybrid,1297-9678,3000
Springer,Apoptosis,2016-06-18,Hybrid,1573-675X,3000
Springer,"Applicable Algebra in Engineering, Communication and Computing",2016-06-18,Hybrid,1432-0622,3000
Springer,Applied Biochemistry and Biotechnology,2016-06-18,Hybrid,1559-0291,3000
Springer,Applied Biological Chemistry,2016-06-18,Hybrid,,3000
Springer,Applied Categorical Structures,2016-06-18,Hybrid,1572-9095,3000
Springer,Applied Composite Materials,2016-06-18,Hybrid,1573-4897,3000
Springer,Applied Entomology and Zoology,2016-06-18,Hybrid,1347-605X,3000
Springer,Applied Geomatics,2016-06-18,Hybrid,1866-928X,3000
Springer,Applied Health Economics and Health Policy,2016-06-18,Hybrid,1179-1896,3000
Springer,Applied Intelligence,2016-06-18,Hybrid,1573-7497,3000
Springer,Applied Magnetic Resonance,2016-06-18,Hybrid,1613-7507,3000
Springer,Applied Mathematics & Optimization,2016-06-18,Hybrid,1432-0606,3000
Springer,Applied Microbiology and Biotechnology,2016-06-18,Hybrid,1432-0614,3000
Springer,Applied Physics A,2016-06-18,Hybrid,1432-0630,3000
Springer,Applied Physics B,2016-06-18,Hybrid,1432-0649,3000
Springer,Applied Psychophysiology and Biofeedback,2016-06-18,Hybrid,1573-3270,3000
Springer,Applied Research in Quality of Life,2016-06-18,Hybrid,1871-2576,3000
Springer,Applied Spatial Analysis and Policy,2016-06-18,Hybrid,1874-4621,3000
Springer,Aquaculture International,2016-06-18,Hybrid,1573-143X,3000
Springer,Aquatic Ecology,2016-06-18,Hybrid,1573-5125,3000
Springer,Aquatic Geochemistry,2016-06-18,Hybrid,1573-1421,3000
Springer,Aquatic Sciences,2016-06-18,Hybrid,1420-9055,3000
Springer,Arabian Journal of Geosciences,2016-06-18,Hybrid,1866-7538,3000
Springer,Arabian Journal for Science and Engineering,2016-06-18,Hybrid,2191-4281,3000
Springer,Archaeological and Anthropological Sciences,2016-06-18,Hybrid,1866-9565,3000
Springer,Archaeologies,2016-06-18,Hybrid,1935-3987,3000
Springer,Archiv der Mathematik,2016-06-18,Hybrid,1420-8938,3000
Springer,Archival Science,2016-06-18,Hybrid,1573-7519,3000
Springer,Archive of Applied Mechanics,2016-06-18,Hybrid,1432-0681,3000
Springer,Archive for History of Exact Sciences,2016-06-18,Hybrid,1432-0657,3000
Springer,Archive for Mathematical Logic,2016-06-18,Hybrid,1432-0665,3000
Springer,Archive for Rational Mechanics and Analysis,2016-06-18,Hybrid,1432-0673,3000
Springer,Archives of Computational Methods in Engineering,2016-06-18,Hybrid,1886-1784,3000
Springer,Archives of Dermatological Research,2016-06-18,Hybrid,1432-069X,3000
Springer,Archives of Environmental Contamination and Toxicology,2016-06-18,Hybrid,1432-0703,3000
Springer,Archives of Gynecology and Obstetrics,2016-06-18,Hybrid,1432-0711,3000
Springer,Archives of Microbiology,2016-06-18,Hybrid,1432-072X,3000
Springer,Archives of Orthopaedic and Trauma Surgery,2016-06-18,Hybrid,1434-3916,3000
Springer,Archives of Osteoporosis,2016-06-18,Hybrid,1862-3514,3000
Springer,Archives of Pharmacal Research,2016-06-18,Hybrid,1976-3786,3000
Springer,Archives of Sexual Behavior,2016-06-18,Hybrid,1573-2800,3000
Springer,Archives of Toxicology,2016-06-18,Hybrid,1432-0738,3000
Springer,Archives of Virology,2016-06-18,Hybrid,1432-8798,3000
Springer,Archives of Women's Mental Health,2016-06-18,Hybrid,1435-1102,3000
Springer,Archivum Immunologiae et Therapiae Experimentalis,2016-06-18,Hybrid,1661-4917,3000
Springer,Argumentation,2016-06-18,Hybrid,1572-8374,3000
Springer,arktos,2016-06-18,Hybrid,2364-9461,3000
Springer,Arnold Mathematical Journal,2016-06-18,Hybrid,2199-6806,3000
Springer,Arthropod-Plant Interactions,2016-06-18,Hybrid,1872-8847,3000
Springer,Arthroskopie,2016-06-18,Hybrid,1434-3924,3000
Springer,Artificial Intelligence and Law,2016-06-18,Hybrid,1572-8382,3000
Springer,Artificial Intelligence Review,2016-06-18,Hybrid,1573-7462,3000
Springer,Artificial Life and Robotics,2016-06-18,Hybrid,1614-7456,3000
Springer,Asia Europe Journal,2016-06-18,Hybrid,1612-1031,3000
Springer,Asia Pacific Education Review,2016-06-18,Hybrid,1876-407X,3000
Springer,Asia Pacific Journal of Management,2016-06-18,Hybrid,1572-9958,3000
Springer,Asian Journal of Business Ethics,2016-06-18,Hybrid,2210-6731,3000
Springer,Asian Journal of Criminology,2016-06-18,Hybrid,1871-014X,3000
Springer,The Asia-Pacific Education Researcher,2016-06-18,Hybrid,2243-7908,3000
Springer,Asia-Pacific Financial Markets,2016-06-18,Hybrid,1573-6946,3000
Springer,Asia-Pacific Journal of Atmospheric Sciences,2016-06-18,Hybrid,1976-7951,3000
Springer,AStA Advances in Statistical Analysis,2016-06-18,Hybrid,1863-818X,3000
Springer,AStA Wirtschafts- und Sozialstatistisches Archiv,2016-06-18,Hybrid,1863-8163,3000
Springer,The Astronomy and Astrophysics Review,2016-06-18,Hybrid,1432-0754,3000
Springer,Astrophysics and Space Science,2016-06-18,Hybrid,1572-946X,3000
Springer,Atlantic Economic Journal,2016-06-18,Hybrid,1573-9678,3000
Springer,"Attention, Perception, & Psychophysics",2016-06-18,Hybrid,1943-393X,3000
Springer,Augmented Human Research,2016-06-18,Hybrid,2365-4325,3000
Springer,Australasian Physical & Engineering Sciences in Medicine,2016-06-18,Hybrid,1879-5447,3000
Springer,Australasian Plant Pathology,2016-06-18,Hybrid,1448-6032,3000
Springer,The Australian Educational Researcher,2016-06-18,Hybrid,2210-5328,3000
Springer,Automated Software Engineering,2016-06-18,Hybrid,1573-7535,3000
Springer,Automotive and Engine Technology,2016-06-18,Hybrid,2365-5135,3000
Springer,Autonomous Agents and Multi-Agent Systems,2016-06-18,Hybrid,1573-7454,3000
Springer,Autonomous Robots,2016-06-18,Hybrid,1573-7527,3000
Springer,Axiomathes,2016-06-18,Hybrid,1572-8390,3000
Springer,Basic Research in Cardiology,2016-06-18,Hybrid,1435-1803,3000
Springer,Behavior Genetics,2016-06-18,Hybrid,1573-3297,3000
Springer,Behavior Research Methods,2016-06-18,Hybrid,1554-3528,3000
Springer,Behavioral Ecology and Sociobiology,2016-06-18,Hybrid,1432-0762,3000
Springer,Beiträge zur Algebra und Geometrie / Contributions to Algebra and Geometry,2016-06-18,Hybrid,2191-0383,3000
Springer,Berliner Journal für Soziologie,2016-06-18,Hybrid,1862-2593,3000
Springer,BHM Berg- und Hüttenmännische Monatshefte,2016-06-18,Hybrid,1613-7531,3000
Springer,Biochemical Genetics,2016-06-18,Hybrid,1573-4927,3000
Springer,BioControl,2016-06-18,Hybrid,1573-8248,3000
Springer,Biodegradation,2016-06-18,Hybrid,1572-9729,3000
Springer,Biodiversity and Conservation,2016-06-18,Hybrid,1572-9710,3000
Springer,BioDrugs,2016-06-18,Hybrid,1179-190X,3000
Springer,BioEnergy Research,2016-06-18,Hybrid,1939-1242,3000
Springer,Biogeochemistry,2016-06-18,Hybrid,1573-515X,3000
Springer,Biogerontology,2016-06-18,Hybrid,1573-6768,3000
Springer,Biologia Plantarum,2016-06-18,Hybrid,1573-8264,3000
Springer,Biological Cybernetics,2016-06-18,Hybrid,1432-0770,3000
Springer,Biological Invasions,2016-06-18,Hybrid,1573-1464,3000
Springer,Biological Theory,2016-06-18,Hybrid,1555-5550,3000
Springer,Biological Trace Element Research,2016-06-18,Hybrid,1559-0720,3000
