pub_name,journal_name,date,journal_type,issn,apc
ACADEMIC JOURNALS,International Journal of Physical Sciences,2016-06-18,OA,1992-1950,2012
ACADEMIC JOURNALS,Journal of Medicinal Plants Research,2016-06-18,OA,1996-0875,2012
ACADEMIC JOURNALS,Scientific Research and Essays,2016-06-18,OA,1992-2248,2012
ACADEMIC JOURNALS,African Journal of Business Management,2016-06-18,OA,1993-8233,2012
ACADEMIC JOURNALS,International Journal of the Physical Sciences,2016-06-18,OA,1992-1950,2012
Academy of Romanian Scientists,Chalcogenide Letters,2016-06-18,OA,1584-8663,2012
Academy of Romanian Scientists,Chalcogenide Letters,2016-06-18,OA,1584-8663,2012
Academy of Sciences of the Czech Republic,Physiological Research,2016-06-18,OA,1802-9973,2012
Academy of Sciences of the Czech Republic,Physiological Research,2016-06-18,OA,1802-9973,2012
Academy of Sciences of the Czech Republic.,Kybernetica,2016-06-18,OA,0023-5954,2012
Academy of Sciences of the Czech Republic.,Kybernetica,2016-06-18,OA,0023-5954,2012
Acta Biochimica Polonica,Acta Biochimica Polonica,2016-06-18,OA,0001-527X,2012
Acta Biochimica Polonica,Acta Biochimica Polonica,2016-06-18,OA,0001-527X,2012
ACTA BIOCHIMICA POLONICA,ACTA BIOCHIMICA POLONICA,2016-06-18,OA,0001-527X,2013
ACTA CIRURGICA BRASILEIRA,Acta Cirurgica Brasileira,2016-06-18,OA,1678-2674,2012
ADIS International,DRUGS IN R&D,2016-06-18,OA,1179-6901,2012
ADIS International,DRUGS IN R&D,2016-06-18,OA,1179-6901,2012
AELFE,Iberica,2016-06-18,OA,1886-7995,2012
Agora University Editing House,International Journal of Computers Communications & Control,2016-06-18,OA,1841-9844,2012
AGRICULTURAL RESEARCH CENTRE FINLAND,AGRICULTURAL AND FOOD SCIENCE,2016-06-18,OA,1795-1895,2012
AGRICULTURAL RESEARCH CENTRE FINLAND,AGRICULTURAL AND FOOD SCIENCE,2016-06-18,OA,1795-1895,2012
AGRICULTURAL RESEARCH CENTRE FINLAND,AGRICULTURAL AND FOOD SCIENCE,2016-06-18,OA,1795-1895,2013
AI ACCESS FOUNDATION,JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,2016-06-18,OA,1076 - 97,2012
AI ACCESS FOUNDATION,JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,2016-06-18,OA,1076 - 97,2012
AI ACCESS FOUNDATION,JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,2016-06-18,OA,1076 - 97,2013
ALAN GUTTMACHER INST,International Perspectives on Sexual and Reproductive Health,2016-06-18,OA,1931-2393,2013
ALDRICH CHEMICAL CO INC,ALDRICHIMICA ACTA,2016-06-18,OA,0002Ð5100,2012
ALDRICH CHEMICAL CO INC,ALDRICHIMICA ACTA,2016-06-18,OA,0002Ð5100,2012
ALL INDIA OPHTHALMOLOGICAL SOC,INDIAN JOURNAL OF OPHTHALMOLOGY,2016-06-18,OA,0301-4738,2012
AM SOC INTERVENTIONAL PAIN PHYSICIANS,Pain Physician,2016-06-18,OA,1533-3159,2012
AMER ASSOC NEUROLOGICAL SURGEONS,Neurosurgical Focus,2016-06-18,OA,1092-0684,2012
AMER ASSOC NEUROLOGICAL SURGEONS,NEUROSURGICAL FOCUS,2016-06-18,OA,1092-0684,2013
AMER BOARD FAMILY MEDICINE,Journal of the American Board of Family Medicine,2016-06-18,OA,1558-7118,2013
AMER CHEMICAL SOC,JOURNAL OF NATURAL PRODUCTS,2016-06-18,OA,0163-3864,2012
AMER INST CHEMICAL ENGINEERS,CHEMICAL ENGINEERING PROGRESS,2016-06-18,OA,0360-7275,2012
AMER INST CHEMICAL ENGINEERS,CHEMICAL ENGINEERING PROGRESS,2016-06-18,OA,0360-7275,2012
AMER INST PHYSICS,GEOCHEMICAL TRANSACTIONS,2016-06-18,OA,1467-4866,2013
AMER MATHEMATICAL SOC,BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY,2016-06-18,OA,1088-9485,2013
AMER MATHEMATICAL SOC,Electronic Research Announcements in Mathematical Sciences,2016-06-18,OA,1079-6762,2013
AMER METEOROLOGICAL SOC,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,2016-06-18,OA,1520-0477,2013
AMER MUSEUM NATURAL HISTORY,BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,2016-06-18,OA,0003-0090,2013
AMER PHYSIOLOGICAL SOC,ADVANCES IN PHYSIOLOGY EDUCATION,2016-06-18,OA,1522-1229,2013
AMER SOC CELL BIOLOGY,CBE-Life Sciences Education,2016-06-18,OA,1931-7913,2012
AMER SOC CELL BIOLOGY,CBE-LIFE SCIENCES EDUCATION,2016-06-18,OA,1536-7509,2013
AMER SOC MICROBIOLOGY,MBIO,2016-06-18,OA,2150-7511,2013
AMER THORACIC SOC,PROCEEDINGS OF THE AMERICAN THORACIC SOCIETY,2016-06-18,OA,1943-5665,2012
American Academy of Family Physicians,Annals of Family Medicine,2016-06-18,OA,1544-1717,2012
American Academy of Family Physicians,Annals of Family Medicine,2016-06-18,OA,1544-1717,2012
American Association of Colleges of Pharmacy,AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,2016-06-18,OA,1553-6467,2012
American Association of Colleges of Pharmacy,AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,2016-06-18,OA,1553-6467,2012
American Board of Family Medicine,Journal of the American Board of Family Medicine,2016-06-18,OA,1558-7118,2012
American Board of Family Medicine,Journal of the American Board of Family Medicine,2016-06-18,OA,1558-7118,2012
American cancer society,CA-A CANCER JOURNAL FOR CLINICIANS,2016-06-18,OA,1542-4863,2012
American epilepsy society,Epilepsy Currents,2016-06-18,OA,1535-7511,2012
American Institute of Physics,AIP Advances,2016-06-18,OA,2158-3226,2012
American Institute of Physics,Biomicrofluidics,2016-06-18,OA,1932-1058,2012
American Institute of Physics,Journal of Applied Clinical Medical Physics,2016-06-18,OA,1526-9914,2012
American Institute of Physics,Biomicrofluidics,2016-06-18,OA,1932-1058,2012
American Institute of Physics,Journal of Applied Clinical Medical Physics,2016-06-18,OA,1526-9914,2012
American Institute of Physics,AIP Advances,2016-06-18,OA,2158-3226,2012
American Library Association,COLLEGE & RESEARCH LIBRARIES,2016-06-18,OA,2150-6701,2012
American Library Association,COLLEGE & RESEARCH LIBRARIES,2016-06-18,OA,2150-6701,2012
American Mathematical Society,Bulletin of the American Mathematical Society,2016-06-18,OA,1088-9485,2012
American Mathematical Society,Electronic Research Announcements in Mathematical Sciences,2016-06-18,OA,1079-6762,2012
American Mathematical Society,Bulletin of the American Mathematical Society,2016-06-18,OA,1088-9485,2012
American Mathematical Society,Electronic Research Announcements in Mathematical Sciences,2016-06-18,OA,1079-6762,2012
American Meteorological Society,Bulletin of the American Meteorological Society,2016-06-18,OA,1520-0477,2012
American Meteorological Society,Bulletin of the American Meteorological Society,2016-06-18,OA,1520-0477,2012
American Museum of natural history,Bulletin of the American Museum of Natural History,2016-06-18,OA,0003-0090,2012
American Museum of natural history,Bulletin of the American Museum of Natural History,2016-06-18,OA,0003-0090,2012
AMERICAN PHYSICAL SOC,PHYSICAL REVIEW SPECIAL TOPICS-ACCELERATORS AND BEAMS,2016-06-18,OA,1098-4402,2013
AMERICAN PHYSICAL SOC,Physical Review Special Topics-Physics Education Research,2016-06-18,OA,1554-9178,2013
American Physical Society,Physical Review Special Topics - Accelerators and Beams,2016-06-18,OA,1098-4402,2012
American Physical Society,Physical Review Special Topics - Physics Education Research,2016-06-18,OA,1554-9178,2012
American Physical Society,PHYSICAL REVIEW SPECIAL TOPICS-ACCELERATORS AND BEAMS,2016-06-18,OA,1098-4402,2012
American Physical Society,Physical Review Special Topics-Physics Education Research,2016-06-18,OA,1554-9178,2012
American Physical Society,Physical Review X,2016-06-18,OA,2160-3308,2012
American Physical Society,PHYSICAL REVIEW SPECIAL TOPICS-ACCELERATORS AND BEAMS,2016-06-18,OA,1098-4402,2012
American Physical Society,Physical Review Special Topics-Physics Education Research,2016-06-18,OA,1554-9178,2012
American Physical Society,Physical Review Special Topics - Accelerators and Beams,2016-06-18,OA,1098-4402,2012
American Physical Society,Physical Review Special Topics - Physics Education Research,2016-06-18,OA,1554-9178,2012
American Physical Society,Physical Review X,2016-06-18,OA,2160-3308,2012
American Physiological Society,Advances in Physiology Education,2016-06-18,OA,1522-1229,2012
American Physiological Society,Advances in Physiology Education,2016-06-18,OA,1522-1229,2012
American Real Estate Society,Journal of Real Estate Research,2016-06-18,OA,0896-5803,2012
American Real Estate Society,Journal of Real Estate Research,2016-06-18,OA,0896-5803,2012
American Society for Cell Biology,CBEÑLife Sciences Education,2016-06-18,OA,1536-7509,2012
American Society for Cell Biology,CBEÑLife Sciences Education,2016-06-18,OA,1536-7509,2012
American Society for Clinical Investigation,Journal of Clinical Investigation,2016-06-18,OA,1558-8238,2012
American Society for Clinical Investigation,Journal of Clinical Investigation,2016-06-18,OA,1558-8238,2012
American Society for Engineering Education,Journal of Engineering Technology,2016-06-18,OA,0747-9964,2012
American Society for Engineering Education,Journal of Engineering Technology,2016-06-18,OA,0747-9964,2012
American Society for Microbiology,Journal of Microbiology & Biology Education,2016-06-18,OA,1935-7885,2012
American Society for Microbiology,mBio,2016-06-18,OA,2150-7511,2012
American Society for Microbiology,mBio,2016-06-18,OA,2150-7511,2012
American Society for Microbiology,Journal of Microbiology & Biology Education,2016-06-18,OA,1935-7885,2012
American Statistical Association,Journal of Statistical Software,2016-06-18,OA,1548-7660,2013
American Statistical Associationhttp://www.jstatsoft.org/,Journal of Statistical Software,2016-06-18,OA,1548-7660,2012
American Statistical Associationhttp://www.jstatsoft.org/,Journal of Statistical Software,2016-06-18,OA,1548-7660,2012
ANNALS FAMILY MEDICINE,ANNALS OF FAMILY MEDICINE,2016-06-18,OA,1544-1717,2013
Annals of Thoracic and Cardiovascular Surgery,Annals of Thoracic and Cardiovascular Surgery,2016-06-18,OA,2186-1005,2012
Annals of Thoracic and Cardiovascular Surgery,Annals of Thoracic and Cardiovascular Surgery,2016-06-18,OA,2186-1005,2012
ANTHROPOLOGICAL SOC NIPPON,ANTHROPOLOGICAL SCIENCE,2016-06-18,OA,0918-7960,2012
ANTHROPOLOGICAL SOC NIPPON,ANTHROPOLOGICAL SCIENCE,2016-06-18,OA,0918-7960,2013
AO Research,European Cells & Materials ,2016-06-18,OA,1473-2262,2012
AO Research,European Cells & Materials ,2016-06-18,OA,1473-2262,2012
AOSIS Open Journals,Onderstepoort Journal of Veterinary Research,2016-06-18,OA,2219-0635,2012
AOSIS Open Journals,Onderstepoort Journal of Veterinary Research,2016-06-18,OA,2219-0635,2012
Aristotle University of Thessaloniki,Journal of Biological Research,2016-06-18,OA,1790-045X,2012
Aristotle University of Thessaloniki,Journal of Biological Research,2016-06-18,OA,1790-045X,2012
ARKAT-USA,Arkivoc,2016-06-18,OA,1551-7012,2012
ARKAT-USA,Arkivoc,2016-06-18,OA,1551-7012,2012
ASEAN Neurological Association (ASNA),Neurology Asia,2016-06-18,OA,1823-6138,2012
ASEAN Neurological Association (ASNA),Neurology Asia,2016-06-18,OA,1823-6138,2012
Asian Pacific Organization for Cancer Prevention,Asian Pacific Journal of Cancer Prevention,2016-06-18,OA,1513-7368,2012
Asian Pacific Organization for Cancer Prevention,Asian Pacific Journal of Cancer Prevention,2016-06-18,OA,1513-7368,2012
Asociaci—n Espa–ola de Psicolog’a,International Journal of Clinical Health Psychology,2016-06-18,OA,2174-0852,2012
Asociaci—n Espa–ola de Psicolog’a,International Journal of Clinical Health Psychology,2016-06-18,OA,2174-0852,2012
ASOCIACION ESPANOLA PSICOLOGIA CONDUCTUAL,International Journal of Clinical and Health Psychology,2016-06-18,OA,2174-0852,2012
ASSOC BRAS DIVULG CIENTIFICA,BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,2016-06-18,OA,1414-431X,2013
ASSOC COLL RESEARCH LIBRARIES,COLLEGE & RESEARCH LIBRARIES,2016-06-18,OA,2150-6701,2013
ASSOC COMPUTING MACHINERY,COMPUTER COMMUNICATION REVIEW,2016-06-18,OA,0146-4833,2012
ASSOC COMPUTING MACHINERY,SIGMOD RECORD,2016-06-18,OA,0163-5808,2012
ASSOC COMPUTING MACHINERY,COMPUTER COMMUNICATION REVIEW,2016-06-18,OA,0146-4833,2012
ASSOC COMPUTING MACHINERY,SIGMOD RECORD,2016-06-18,OA,0163-5808,2012
ASSOC COMPUTING MACHINERY,COMPUTER COMMUNICATION REVIEW,2016-06-18,OA,0146-4833,2013
ASSOC COMPUTING MACHINERY,SIGMOD RECORD,2016-06-18,OA,0163-5808,2013
ASSOC RESEARCH VISION OPHTHALMOLOGY INC,JOURNAL OF VISION,2016-06-18,OA,1534-7362,2013
Associa‹o Brasileira de Divulga‹o Cient’fica,BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,2016-06-18,OA,1414-431X,2012
Associa‹o Brasileira de Divulga‹o Cient’fica,BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,2016-06-18,OA,1414-431X,2012
Associa‹o Brasileira de Psiquiatria,Revista Brasileira de Psiquiatria,2016-06-18,OA,1809-452X,2012
Associa‹o Brasileira de Psiquiatria,Revista Brasileira de Psiquiatria,2016-06-18,OA,1809-452X,2012
Associa‹o Paulista de Medicina,S‹o Paulo Medical Journal,2016-06-18,OA,1806-9460,2012
Associa‹o Paulista de Medicina,S‹o Paulo Medical Journal,2016-06-18,OA,1806-9460,2012
Association for Information Systems,Journal of the Association for Information Systems,2016-06-18,OA,1536-9323,2012
Association for Information Systems,Journal of the Association for Information Systems,2016-06-18,OA,1536-9323,2012
Association for Learning Technology,Research in Learning Technology,2016-06-18,OA,2156-7077,2012
Association for Learning Technology,Research in Learning Technology,2016-06-18,OA,2156-7077,2012
Association for Research in Vision and Ophthalmology,Journal of Vision,2016-06-18,OA,1534-7362,2012
Association for Research in Vision and Ophthalmology,Journal of Vision,2016-06-18,OA,1534-7362,2012
Association of Surgeons of South Africa,South African Journal of Surgery,2016-06-18,OA,2078-5151,2012
Association of Surgeons of South Africa,South African Journal of Surgery,2016-06-18,OA,2078-5151,2012
Association of the Brazilian Journal of Biology,Brazilian Journal of Biology,2016-06-18,OA,1678-4375,2012
Association of the Brazilian Journal of Biology,Brazilian Journal of Biology,2016-06-18,OA,1678-4375,2012
Association of the Nonwoven Fabrics Industry,Journal of Engineered Fibers and Fabrics,2016-06-18,OA,1558-9250,2012
Association of the Nonwoven Fabrics Industry,Journal of Engineered Fibers and Fabrics,2016-06-18,OA,1558-9250,2012
Associazione Teriologica Italiana,HYSTRIX-Italian Journal of Mammalogy,2016-06-18,OA,1825-5272,2012
Associazione Teriologica Italiana,HYSTRIX-Italian Journal of Mammalogy,2016-06-18,OA,1825-5272,2012
Astronomical Society of Japan,Publications of the Astronomical Society of Japan,2016-06-18,OA,Apr-64,2012
Astronomical Society of Japan,Publications of the Astronomical Society of Japan,2016-06-18,OA,Apr-64,2012
ATHA COMUNICACAO & EDITORA,Acta Ortopedica Brasileira,2016-06-18,OA,1809-4406,2012
Atlas Economic Research Foundation,Econ Journal Watch,2016-06-18,OA,1933-527X,2012
Atlas Economic Research Foundation,Econ Journal Watch,2016-06-18,OA,1933-527X,2012
Atomic Energy Society of Japan,JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY,2016-06-18,OA,1881-1248,2012
Atomic Energy Society of Japan,JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY,2016-06-18,OA,1881-1248,2012
Australasian Society for Computers in Learning in Tertiary Education,Australasian Journal of Educational Technology,2016-06-18,OA,1449-5554,2012
Australasian Society for Computers in Learning in Tertiary Education,Australasian Journal of Educational Technology,2016-06-18,OA,1449-5554,2012
AUSTRALIAN ASSOC RESEARCH EDUCATION,AUSTRALIAN EDUCATIONAL RESEARCHER,2016-06-18,OA,2210-5328,2012
Australian Computer Society,Journal of Research and Practice in Information Technology ,2016-06-18,OA,1443-458X,2012
Australian Computer Society,Journal of Research and Practice in Information Technology ,2016-06-18,OA,1443-458X,2012
Austrian Academy of Sciences,European Integration Online Papers,2016-06-18,OA,1027-5193,2012
Austrian Academy of Sciences,European Integration Online Papers,2016-06-18,OA,1027-5193,2012
Austrian Geological Society,Austrian Journal of Earth Sciences,2016-06-18,OA,0251-7493,2012
Austrian Geological Society,Austrian Journal of Earth Sciences,2016-06-18,OA,0251-7493,2012
Autonomous University of the State of Mexico,Convergencia,2016-06-18,OA,1405-1435,2012
Autonomous University of the State of Mexico,Convergencia,2016-06-18,OA,1405-1435,2012
AVES YAYINCILIK,Turkish Journal of Rheumatology,2016-06-18,OA,1309-0283,2012
AVES YAYINCILIK,Turkish Journal of Hematology,2016-06-18,OA,1308-5263,2012
AVS (American Vacuum Society),Biointerphases,2016-06-18,OA,1559-4106,2013
B VERKIN INST LOW TEMPERATURE PHYSICS & ENGINEERING,Journal of Mathematical Physics Analysis Geometry,2016-06-18,OA,1817-5805,2012
Baishideng Journals,World Journal of Gastroenterology,2016-06-18,OA,2219-2840,2012
Baishideng Journals,World Journal of Gastroenterology,2016-06-18,OA,2219-2840,2012
Balkan Society of Geometers,Balkan Journal of Geometry and its Applications,2016-06-18,OA,1843-2875,2012
Balkan Society of Geometers,Balkan Journal of Geometry and its Applications,2016-06-18,OA,1843-2875,2012
Bangladesh Association of Plant Taxonomists,Bangladesh Journal of Plant Taxonomy,2016-06-18,OA,1028-2092,2012
Bangladesh Association of Plant Taxonomists,Bangladesh Journal of Plant Taxonomy,2016-06-18,OA,1028-2092,2012
Bangladesh Pharmacological Society,Bangladesh Journal of Pharmacology,2016-06-18,OA,1991-0088,2012
Bangladesh Pharmacological Society,Bangladesh Journal of Pharmacology,2016-06-18,OA,1991-0088,2012
Basic Medical Sciences of Federation of Bosnia,Bosnian Journal of Basic Medical Sciences,2016-06-18,OA,1840-4812,2012
Basic Medical Sciences of Federation of Bosnia,Bosnian Journal of Basic Medical Sciences,2016-06-18,OA,1840-4812,2012
Beilstein-Institut,Beilstein Journal of Organic Chemistry,2016-06-18,OA,1860-5397,2012
Beilstein-Institut,Beilstein Journal of Organic Chemistry,2016-06-18,OA,1860-5397,2012
BEILSTEIN-INSTITUT,Beilstein Journal of Organic Chemistry,2016-06-18,OA,1860-5397,2013
Belgian Association for Psychological Science,PSYCHOLOGICA BELGICA,2016-06-18,OA,0033-2879,2012
Belgian Association for Psychological Science,PSYCHOLOGICA BELGICA,2016-06-18,OA,0033-2879,2012
BELGIAN PSYCHOL SOC,PSYCHOLOGICA BELGICA,2016-06-18,OA,0033-2879,2013
Bentham,Acta Montanistica Slovaca,2016-06-18,OA,1335-1788,2013
Biomed Central,BMC BIOLOGY,2016-06-18,OA,1741-7007,2013
Biomed Central,PARTICLE AND FIBRE TOXICOLOGY,2016-06-18,OA,1743-8977,2013
Biomed Central,EPIGENETICS & CHROMATIN,2016-06-18,OA,1756-8935,2013
Biomed Central,FRONTIERS IN ZOOLOGY,2016-06-18,OA,1742-9994,2013
Biomed Central,Neural Development,2016-06-18,OA,1749-8104,2013
Biomed Central,BMC Medicine,2016-06-18,OA,1741-7015,2013
Biomed Central,Orphanet Journal of Rare Diseases,2016-06-18,OA,1750-1172,2013
Biomed Central,Biotechnology for Biofuels,2016-06-18,OA,1754-6834,2013
Biomed Central,CELL DIVISION,2016-06-18,OA,1747-1028,2013
Biomed Central,Retrovirology,2016-06-18,OA,1742-4690,2013
Biomed Central,BMC Medical Research Methodology,2016-06-18,OA,1471-2288,2013
Biomed Central,BMC EVOLUTIONARY BIOLOGY,2016-06-18,OA,1471-2148,2013
Biomed Central,International Journal of Behavioral Nutrition and Physical Activity,2016-06-18,OA,1479-5868,2013
Biomed Central,Molecular Cancer,2016-06-18,OA,1476-4598,2013
Biomed Central,Biology Direct,2016-06-18,OA,1745-6150,2013
Biomed Central,BMC GENOMICS,2016-06-18,OA,1471-2164,2013
Biomed Central,BMC DEVELOPMENTAL BIOLOGY,2016-06-18,OA,1471-213X,2013
Biomed Central,BMC Medical Genomics,2016-06-18,OA,1755-8794,2013
Biomed Central,Molecular Neurodegeneration,2016-06-18,OA,1750-1326,2013
Biomed Central,Molecular Pain,2016-06-18,OA,1744-8069,2013
Biomed Central,BMC BIOINFORMATICS,2016-06-18,OA,1471-2105,2013
Biomed Central,Journal of Neuroinflammation,2016-06-18,OA,1742-2094,2013
Biomed Central,Plant Methods,2016-06-18,OA,1746-4811,2013
Biomed Central,BMC PLANT BIOLOGY,2016-06-18,OA,1471-2229,2013
Biomed Central,Environmental Health,2016-06-18,OA,1476-069X,2013
Biomed Central,BMC MOLECULAR BIOLOGY,2016-06-18,OA,1471-2199,2013
Biomed Central,BMC Systems Biology,2016-06-18,OA,1752-0509,2013
Biomed Central,BMC CARDIOVASCULAR DISORDERS,2016-06-18,OA,1471-2261,2013
Biomed Central,RESPIRATORY RESEARCH,2016-06-18,OA,1465-9921,2013
Biomed Central,VETERINARY RESEARCH,2016-06-18,OA,1297-9716,2013
Biomed Central,BMC NEPHROLOGY,2016-06-18,OA,1471-2369,2013
Biomed Central,BMC STRUCTURAL BIOLOGY,2016-06-18,OA,1472-6807,2013
Biomed Central,BMC NEUROSCIENCE,2016-06-18,OA,1471-2202,2013
Biomed Central,BMC CELL BIOLOGY,2016-06-18,OA,1471-2121,2013
Biomed Central,Journal of Translational Medicine,2016-06-18,OA,1479-5876,2013
Biomed Central,BMC MICROBIOLOGY,2016-06-18,OA,1471-2180,2013
Biomed Central,BMC INFECTIOUS DISEASES,2016-06-18,OA,1471-2334,2013
Biomed Central,BMC VETERINARY RESEARCH,2016-06-18,OA,1746-6148,2013
Biomed Central,Journal of Hematology & Oncology,2016-06-18,OA,1756-8722,2013
Biomed Central,International Journal of Health Geographics,2016-06-18,OA,1476-072X,2013
Biomed Central,JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,2016-06-18,OA,1532-429X,2013
Biomed Central,Microbial Cell Factories,2016-06-18,OA,1475-2859,2013
Biomed Central,BMC PEDIATRICS,2016-06-18,OA,1471-2431,2013
Biomed Central,BMC CANCER,2016-06-18,OA,1471-2407,2013
Biomed Central,Health and Quality of Life Outcomes,2016-06-18,OA,1477-7525,2013
Biomed Central,Behavioral and Brain Functions,2016-06-18,OA,1744-9081,2013
Biomed Central,Trials,2016-06-18,OA,1745-6215,2013
Biomed Central,INTERNATIONAL JOURNAL FOR EQUITY IN HEALTH,2016-06-18,OA,1475-9276,2013
Biomed Central,HUMAN RESOURCES FOR HEALTH,2016-06-18,OA,1478-4491,2013
Biomed Central,BMC OPHTHALMOLOGY,2016-06-18,OA,1471-2415,2013
Biomed Central,Cardiovascular Diabetology,2016-06-18,OA,1475-2840,2013
Biomed Central,BMC Medical Informatics and Decision Making,2016-06-18,OA,1472-6947,2013
Biomed Central,BMC Psychiatry,2016-06-18,OA,1471-244X,2013
Biomed Central,BMC IMMUNOLOGY,2016-06-18,OA,1471-2172,2013
Biomed Central,HARM REDUCTION JOURNAL,2016-06-18,OA,1477-7517,2013
Biomed Central,BMC BIOTECHNOLOGY,2016-06-18,OA,1472-6750,2013
Biomed Central,JOURNAL OF INFLAMMATION-LONDON,2016-06-18,OA,1476-9255,2013
Biomed Central,Implementation Science,2016-06-18,OA,1748-5908,2013
Biomed Central,BMC GENETICS,2016-06-18,OA,1471-2156,2013
Biomed Central,MALARIA JOURNAL,2016-06-18,OA,1475-2875,2013
Biomed Central,Journal of Ovarian Research,2016-06-18,OA,1757-2215,2013
Biomed Central,BMC Neurology,2016-06-18,OA,1471-2377,2013
Biomed Central,Nutrition & Metabolism,2016-06-18,OA,1743-7075,2013
Biomed Central,NUTRITION JOURNAL,2016-06-18,OA,1475-2891,2013
Biomed Central,Algorithms for Molecular Biology,2016-06-18,OA,1748-7188,2013
Biomed Central,BMC Medical Genetics,2016-06-18,OA,1471-2350,2013
Biomed Central,BMC PUBLIC HEALTH,2016-06-18,OA,1471-2458,2013
Biomed Central,Journal of NeuroEngineering and Rehabilitation,2016-06-18,OA,1743-0003,2013
Biomed Central,BMC Family Practice,2016-06-18,OA,1471-2296,2013
Biomed Central,BMC HEALTH SERVICES RESEARCH,2016-06-18,OA,1472-6963,2013
Biomed Central,BMC COMPLEMENTARY AND ALTERNATIVE MEDICINE,2016-06-18,OA,1472-6882,2013
Biomed Central,BMC GASTROENTEROLOGY,2016-06-18,OA,1471-230X,2013
Biomed Central,Virology Journal,2016-06-18,OA,1743-422X,2013
Biomed Central,BMC MUSCULOSKELETAL DISORDERS,2016-06-18,OA,1471-2474,2013
